"year" "month" "flds_mean" "flds_total" "fsds_mean" "fsds_total" "prec" "psrf" "rh" "temp" "wind" "temp_max" "temp_min"
2010 7 397.504575268817 295743.404 266.514259408602 198286.609 67.85 98379.3198924731 72.2515524193548 298.280372928742 2.95642479966401 305.210993896484 288.289993896484
2010 8 389.372831456627 289693.38660373 263.455703057874 196011.043075058 14.6 98290.4757378267 64.5136143744548 298.786002000822 2.82563881841995 308.009993896484 288.429993896484
2010 9 357.330739234025 257278.132248498 213.246653631 153537.59061432 11.8559553050656 98344.4639658243 58.0764727357291 294.383052089641 3.40683917177106 305.749993896484 282.079993896484
2010 10 315.06288172043 234406.784 160.768627688172 119611.859 34.45 98340.6706795207 49.7026829643899 288.366640992514 3.87115605747522 302.309993896484 273.399993896484
2010 11 293.662761111111 211437.188 96.0849791666667 69181.185 133.15 98496.9583333333 61.249073874328 281.028137988816 3.9592988404081 296.969993896484 267.929993896484
2010 12 265.677373655914 197663.966 59.2426653225806 44076.543 43.4888112356063 98501.686827957 74.2366801075269 270.458303036269 3.50750638587843 289.340993896484 259.939993896484
2011 1 265.827429705777 197775.607701098 76.503881572899 56918.8878902368 23.1409420289855 98378.0482098765 71.8383865223785 269.743616922358 3.39306701646691 289.419993896484 256.879993896484
2011 2 291.214346263542 195696.0406891 96.5991103078795 64914.602126895 115.65 98368.060125248 68.1009764819875 274.805170622674 3.94862045329283 292.709993896484 258.539993896484
2011 3 304.77818678629 226754.970969 136.550479800616 101593.556971658 110.35 98520.4969086021 62.5271930930437 279.658119010731 4.01440082640344 297.639993896484 268.869993896484
2011 4 338.938044414861 244035.3919787 161.861791219658 116540.489678154 239.95 97754.4476160738 66.0630999589739 286.423426410373 4.43649928826414 300.069993896484 276.159993896484
2011 5 367.918696375269 273731.5101032 195.020712480344 145095.410085376 142.2 98019.3149193548 74.3444268652141 290.362382754011 3.54406376782259 304.739993896484 276.849993896484
2011 6 383.317610742292 275988.67973445 247.31917448096 178069.805626291 115.509100594123 98165.0121217336 68.924256531132 295.965501479817 3.35463001890634 306.299993896484 287.649993896484
2011 7 407.73943234422 303358.1376641 277.43219052746 206409.54975243 8.1 98264.2825268817 70.0950537634409 299.951109487882 2.67143321280361 308.319993896484 291.249993896484
2011 8 382.844393691129 284836.2289062 250.087957354477 186065.440271731 46.5 98107.3313172043 64.3736559139785 297.365007337344 3.00173925120283 306.279993896484 289.239993896484
2011 9 368.599272590139 265391.4762649 148.860151066008 107179.308767526 120.8 98292.1668055555 71.1897222222222 291.065341118706 3.4071042179447 308.969993896484 280.749993896484
2011 10 320.608004390054 238532.3552662 151.429235113468 112663.35092442 80.95 98371.1143817204 59.5234408602151 286.893542283581 3.61337590569792 301.509993896484 276.739993896484
2011 11 318.49207564125 229314.2944617 80.1936831463944 57739.451865404 130.8 98384.4673805147 67.4601164714413 282.549950035373 4.76913549577157 295.049993896484 272.339993896484
