"Tree_Tag_Number","Species.Model","Site","PlotID","DBH..cm.","Density.Total..stems.ha.","Year","RW"
"868","OTHER","MCON","MCON.3",40.4,1082.25361302489,1904,0.17497509366744
"869","PIEN","MCON","MCON.3",40.2,1082.25361302489,1904,0.17339645310496
"870","PIEN","MCON","MCON.3",30.4,1082.25361302489,1904,0.111217973905885
"871","PIEN","MCON","MCON.3",21.3,1082.25361302489,1904,0.0736352620293043
"872","PIEN","MCON","MCON.3",21.5,1082.25361302489,1904,0.074305654124337
"873","PIEN","MCON","MCON.3",31.7,1082.25361302489,1904,0.117966621693558
"874","PIEN","MCON","MCON.3",16.3,1082.25361302489,1904,0.0587063674861168
"875","PIEN","MCON","MCON.3",13.8,1082.25361302489,1904,0.0524185369149776
"876","ABLA","MCON","MCON.3",18.9,1082.25361302489,1904,0.0660470668335818
"877","PIEN","MCON","MCON.3",19.2,1082.25361302489,1904,0.0669510778160475
"878","ABLA","MCON","MCON.3",16.8,1082.25361302489,1904,0.0600516951964814
"879","OTHER","MCON","MCON.3",40.4,1082.25361302489,1904,0.17497509366744
"880","PIEN","MCON","MCON.3",24.2,1082.25361302489,1904,0.0839765832776975
"881","PIEN","MCON","MCON.3",10.1,1082.25361302489,1904,0.044327009250329
"882","PIEN","MCON","MCON.3",24.1,1082.25361302489,1904,0.0835969029292041
"883","PIEN","MCON","MCON.3",35.8,1082.25361302489,1904,0.14205209957679
"884","PIEN","MCON","MCON.3",11.1,1082.25361302489,1904,0.0463819022122867
"885","PIEN","MCON","MCON.3",31.8,1082.25361302489,1904,0.118502402403916
"886","PIEN","MCON","MCON.3",25.3,1082.25361302489,1904,0.0882686203989065
"887","OTHER","MCON","MCON.3",41.5,1082.25361302489,1904,0.183918058098658
"888","PIEN","MCON","MCON.3",15.1,1082.25361302489,1904,0.0555992659892517
"889","OTHER","MCON","MCON.3",39.4,1082.25361302489,1904,0.167223037987415
"890","PIEN","MCON","MCON.3",36.7,1082.25361302489,1904,0.147965262902208
"891","OTHER","MCON","MCON.3",34.5,1082.25361302489,1904,0.133925567056146
"892","PIEN","MCON","MCON.3",26.9,1082.25361302489,1904,0.0949061901426197
"893","PIEN","MCON","MCON.3",13.3,1082.25361302489,1904,0.0512442135254754
"894","PIEN","MCON","MCON.3",34.5,1082.25361302489,1904,0.133925567056146
"895","ABLA","MCON","MCON.3",13.5,1082.25361302489,1904,0.0517107524460535
"896","OTHER","MCON","MCON.3",25.8,1082.25361302489,1904,0.0902914030383942
"897","PIEN","MCON","MCON.3",21.2,1082.25361302489,1904,0.0733023375299087
"898","PIEN","MCON","MCON.3",21.2,1082.25361302489,1904,0.0733023375299087
"899","PIEN","MCON","MCON.3",41.7,1082.25361302489,1904,0.185592489734876
"900","PIEN","MCON","MCON.3",NA,1082.25361302489,1904,NA
"901","PIEN","MCON","MCON.4",32.6,827.605704077856,1904,0.123028584521552
"902","PIEN","MCON","MCON.4",8.2,827.605704077856,1904,0.0407202995217145
"903","PIEN","MCON","MCON.4",12.8,827.605704077856,1904,0.0501579226509536
"904","PIEN","MCON","MCON.4",20.7,827.605704077856,1904,0.0717484516399385
"905","PIEN","MCON","MCON.4",51.8,827.605704077856,1904,0.293673282815132
"906","PIEN","MCON","MCON.4",59.7,827.605704077856,1904,0.420085247083152
"907","PIEN","MCON","MCON.4",17.1,827.605704077856,1904,0.0609486486999722
"908","PIEN","MCON","MCON.4",27.8,827.605704077856,1904,0.0989786269027102
"909","PIEN","MCON","MCON.4",12.6,827.605704077856,1904,0.0497053934962786
"910","PIEN","MCON","MCON.4",29.6,827.605704077856,1904,0.107390447151245
"911","PIEN","MCON","MCON.4",17.6,827.605704077856,1904,0.0623453610076233
"912","PIEN","MCON","MCON.4",13.6,827.605704077856,1904,0.0520096153464384
"913","PIEN","MCON","MCON.4",17.8,827.605704077856,1904,0.0629129672879518
"914","PIEN","MCON","MCON.4",23.8,827.605704077856,1904,0.0825697410285128
"915","PIEN","MCON","MCON.4",10.5,827.605704077856,1904,0.0451934246736604
"916","PIEN","MCON","MCON.4",14.1,827.605704077856,1904,0.0532014788482556
"917","PIEN","MCON","MCON.4",16.5,827.605704077856,1904,0.0593138351655902
"918","PIEN","MCON","MCON.4",13.5,827.605704077856,1904,0.0517744661166294
"919","PIEN","MCON","MCON.4",44.6,827.605704077856,1904,0.211917847464846
"920","PIEN","MCON","MCON.4",13.5,827.605704077856,1904,0.0517744661166294
"921","PIEN","MCON","MCON.4",34.9,827.605704077856,1904,0.136543275285018
"922","PIEN","MCON","MCON.4",36.3,827.605704077856,1904,0.145486431600223
"923","PIEN","MCON","MCON.4",27.8,827.605704077856,1904,0.0989786269027102
"924","PIEN","MCON","MCON.4",12.3,827.605704077856,1904,0.0490342434106612
"925","PIEN","MCON","MCON.4",24.3,827.605704077856,1904,0.0844619269258868
"926","PIEN","MCON","MCON.4",33.1,827.605704077856,1904,0.125847933955205
"601","PIPO","PPINE","PPINE.1",21.5,318.309886183791,1904,0.107519258974839
"602","PIPO","PPINE","PPINE.1",26.3,318.309886183791,1904,0.133644430665652
"603","PIPO","PPINE","PPINE.1",32.6,318.309886183791,1904,0.177801596490087
"604","PIPO","PPINE","PPINE.1",40.6,318.309886183791,1904,0.25549162034202
"605","PIPO","PPINE","PPINE.1",17.8,318.309886183791,1904,0.090922171194832
"606","PIPO","PPINE","PPINE.1",32.8,318.309886183791,1904,0.179420342475179
"607","PIPO","PPINE","PPINE.1",30.6,318.309886183791,1904,0.162396028879273
"608","PIPO","PPINE","PPINE.1",36.5,318.309886183791,1904,0.212172036967806
"609","PIPO","PPINE","PPINE.1",47.7,318.309886183791,1904,0.352456522595187
"610","PIPO","PPINE","PPINE.1",32.2,318.309886183791,1904,0.174607786159685
"611","PIPO","PPINE","PPINE.2",56.5,318.309886183791,1904,0.525158811692296
"612","PIPO","PPINE","PPINE.2",18.5,318.309886183791,1904,0.0938525086961055
"613","PIPO","PPINE","PPINE.2",27.5,318.309886183791,1904,0.141112997078906
"614","PIPO","PPINE","PPINE.2",25.5,318.309886183791,1904,0.128886302492478
"615","PIPO","PPINE","PPINE.2",37.8,318.309886183791,1904,0.225046523865945
"616","PIPO","PPINE","PPINE.2",34.7,318.309886183791,1904,0.195552746480775
"617","PIPO","PPINE","PPINE.2",38,318.309886183791,1904,0.227095398365152
"618","PIPO","PPINE","PPINE.2",44.9,318.309886183791,1904,0.310456817009275
"619","PIPO","PPINE","PPINE.2",31.2,318.309886183791,1904,0.166872003585689
"620","PIPO","PPINE","PPINE.2",47,318.309886183791,1904,0.341451845361962
"461","PIPO","PPINE","PPINE.3",18,509.295817894065,1904,0.0916652535611253
"462","PIPO","PPINE","PPINE.3",29,509.295817894065,1904,0.150898917814555
"463","PIPO","PPINE","PPINE.3",35,509.295817894065,1904,0.198046366314322
"464","PIPO","PPINE","PPINE.3",21.4,509.295817894065,1904,0.106934334505523
"465","PIPO","PPINE","PPINE.3",31.3,509.295817894065,1904,0.167475164861014
"466","PIPO","PPINE","PPINE.3",14.7,509.295817894065,1904,0.0789333126949231
"467","PIPO","PPINE","PPINE.3",14,509.295817894065,1904,0.0764687941700253
"468","PIPO","PPINE","PPINE.3",37.9,509.295817894065,1904,0.225859957787906
"469","PIPO","PPINE","PPINE.3",14.1,509.295817894065,1904,0.0768161000797183
"470","PIPO","PPINE","PPINE.3",49.6,509.295817894065,1904,0.383792701522305
"471","PIPO","PPINE","PPINE.3",18,509.295817894065,1904,0.0916652535611253
"472","PIPO","PPINE","PPINE.3",26,509.295817894065,1904,0.13171818827116
"473","PIPO","PPINE","PPINE.3",16.5,509.295817894065,1904,0.0856415572805319
"474","PIPO","PPINE","PPINE.3",27.2,509.295817894065,1904,0.139079108827571
"1475","PIPO","PPINE","PPINE.3",2.5,509.295817894065,1904,0.0454111811415028
"1476","PIPO","PPINE","PPINE.3",4.6,509.295817894065,1904,0.0499448900823113
"475","PIPO","PPINE","PPINE.4",22.6,1464.22547644544,1904,0.112390066097638
"476","PIPO","PPINE","PPINE.4",NA,1464.22547644544,1904,NA
"477","PIPO","PPINE","PPINE.4",19.5,1464.22547644544,1904,0.0976606335658882
"478","PIPO","PPINE","PPINE.4",27.8,1464.22547644544,1904,0.142254030287897
"479","PIPO","PPINE","PPINE.4",28.2,1464.22547644544,1904,0.144856047079171
"480","PIPO","PPINE","PPINE.4",15.3,1464.22547644544,1904,0.0807352157307009
"481","PIPO","PPINE","PPINE.4",13.9,1464.22547644544,1904,0.0757723635493682
"482","PIPO","PPINE","PPINE.4",31,1464.22547644544,1904,0.164452689820898
"483","PIPO","PPINE","PPINE.4",16.3,1464.22547644544,1904,0.0844779051066128
"484","PIPO","PPINE","PPINE.4",28,1464.22547644544,1904,0.143549143183042
"485","PIPO","PPINE","PPINE.4",17.8,1464.22547644544,1904,0.0904197545888232
"486","PIPO","PPINE","PPINE.4",11.6,1464.22547644544,1904,0.0682726162373967
"487","PIPO","PPINE","PPINE.4",33.4,1464.22547644544,1904,0.183346778092325
"488","PIPO","PPINE","PPINE.4",25.2,1464.22547644544,1904,0.126443425557488
"489","PIPO","PPINE","PPINE.4",20.7,1464.22547644544,1904,0.103118286564329
"490","PIPO","PPINE","PPINE.4",NA,1464.22547644544,1904,NA
"491","PIPO","PPINE","PPINE.4",25,1464.22547644544,1904,0.125302641939316
"492","PIPO","PPINE","PPINE.4",28.3,1464.22547644544,1904,0.145513954160765
"493","PIPO","PPINE","PPINE.4",26.8,1464.22547644544,1904,0.135951640957015
