"Species","Site","PlotID","TreeID","DBH..cm.","Year","RW","Species.Model","RW.modeled"
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1999,NA,"PIPO",0.0323118404773319
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1999,NA,"PIEN",0.0331570805970594
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1999,NA,"PIEN",0.053811936547638
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1999,NA,"PIEN",0.05398710586726
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1999,NA,"PIEN",0.0340304494957081
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1999,NA,"PIEN",0.045003909449679
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1999,NA,"PIEN",0.0478704289052701
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1999,NA,"PIEN",0.036198015530633
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1999,NA,"PIEN",0.0333732986679522
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1999,NA,"PIEN",0.0416270888841753
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1999,NA,"PIEN",0.0304704755978321
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1999,NA,"PIEN",0.0728016384617543
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1999,NA,"PIEN",0.100106161995317
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1999,NA,"PIEN",0.057053760250851
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1999,NA,"PIEN",0.0876178078107776
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1999,NA,"PIEN",0.0478704289052701
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1999,NA,"PIEN",0.0375061788832295
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1999,NA,"PIEN",0.0398951311495626
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1999,NA,"POGR",0.0531037638604956
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1999,NA,"PIEN",0.036306849909196
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1999,NA,"PIEN",0.0387451254498539
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1999,NA,"PIEN",0.0887422561843905
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1999,NA,"PSME",0.0422985566737295
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,2000,NA,"SAAL",0.0919402462858658
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,2000,NA,"POGR",0.183317981037292
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,2000,NA,"POGR",0.141808572229164
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,2000,NA,"ACSA",0.141808572229164
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,2000,NA,"QUAL",0.0427845482813496
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,2000,NA,"QURU",0.0770468504221937
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,2000,NA,"PRSE",0.0455097057520422
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,2000,NA,"QURU",0.115097499064396
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,2000,NA,"QUVE",0.0866096318944408
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,2000,NA,"PRSE",0.0638105129159197
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,2000,NA,"PRSE",0.0554795821825971
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,2000,NA,"QUVE",0.0670967599198891
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,2000,NA,"QUAL",0.0434080811606738
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,2000,NA,"QUAL",0.0566640281753578
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,2000,NA,"PIPO",0.0419099158390003
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,2000,NA,"PIPO",0.0300850980239636
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,2000,NA,"PIPO",0.031078903045248
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,2000,NA,"PIEN",0.0317169088972286
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,2000,NA,"PIEN",0.0514746249769724
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,2000,NA,"PIEN",0.0516421858494014
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,2000,NA,"PIEN",0.0325523431783327
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,2000,NA,"PIEN",0.0430491729166646
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,2000,NA,"PIEN",0.0457911856267093
"PIEN","Valles Caldera Upper","VUA","VUF031",13,2000,NA,"PIEN",0.0346257613810358
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,2000,NA,"PIEN",0.0319237355759636
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,2000,NA,"PIEN",0.0398190239315978
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,2000,NA,"PIEN",0.0291469960922125
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,2000,NA,"PIEN",0.0696395126796905
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,2000,NA,"PIEN",0.0957580692534872
"PIEN","Valles Caldera Upper","VUA","VUF041",27,2000,NA,"PIEN",0.054575640663643
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,2000,NA,"PIEN",0.0838121444369796
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,2000,NA,"PIEN",0.0457911856267093
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,2000,NA,"PIEN",0.0366043189359062
"PIEN","Valles Caldera Upper","VUB","VUF113",11,2000,NA,"PIEN",0.038935827324211
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,2000,NA,"POGR",0.0518268500531199
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,2000,NA,"PIEN",0.0354338285905346
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,2000,NA,"PIEN",0.0378134742436344
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,2000,NA,"PIEN",0.0866083921419621
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,2000,NA,"PSME",0.0412814609516515
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,2001,NA,"SAAL",0.0918048022491045
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,2001,NA,"POGR",0.183426652685774
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,2001,NA,"POGR",0.141892636930432
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,2001,NA,"ACSA",0.141892636930432
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,2001,NA,"QUAL",0.0424864702435171
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,2001,NA,"QURU",0.0765100684549286
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,2001,NA,"PRSE",0.0451926416637715
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,2001,NA,"QURU",0.114295619926747
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,2001,NA,"QUVE",0.0860062264555727
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,2001,NA,"PRSE",0.0633659479211468
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,2001,NA,"PRSE",0.0549995277294625
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,2001,NA,"QUVE",0.0665161841995379
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,2001,NA,"QUAL",0.0430324791492055
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,2001,NA,"QUAL",0.0561737249324712
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,2001,NA,"PIPO",0.0403026844636409
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,2001,NA,"PIPO",0.0289313444907752
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,2001,NA,"PIPO",0.0298870374190329
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,2001,NA,"PIEN",0.0303288994858769
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,2001,NA,"PIEN",0.0492219696458572
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,2001,NA,"PIEN",0.0493821976451913
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,2001,NA,"PIEN",0.0311277731220425
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,2001,NA,"PIEN",0.0411652359493879
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,2001,NA,"PIEN",0.0437872514850573
"PIEN","Valles Caldera Upper","VUA","VUF031",13,2001,NA,"PIEN",0.033110453479253
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,2001,NA,"PIEN",0.0305266749239147
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,2001,NA,"PIEN",0.0380764461745098
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,2001,NA,"PIEN",0.0278714523429868
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,2001,NA,"PIEN",0.0665919174895488
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,2001,NA,"PIEN",0.0915674622253125
"PIEN","Valles Caldera Upper","VUA","VUF041",27,2001,NA,"PIEN",0.0521872773109235
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,2001,NA,"PIEN",0.0801443202602593
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,2001,NA,"PIEN",0.0437872514850573
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,2001,NA,"PIEN",0.0357208227941872
"PIEN","Valles Caldera Upper","VUB","VUF113",11,2001,NA,"PIEN",0.0379960569852024
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,2001,NA,"POGR",0.0505759369535058
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,2001,NA,"PIEN",0.0345785838610566
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,2001,NA,"PIEN",0.0369007934570383
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,2001,NA,"PIEN",0.0845179781546977
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,2001,NA,"PSME",0.0402850754830633
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,2002,NA,"SAAL",0.091664185809869
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,2002,NA,"POGR",0.183528704419599
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,2002,NA,"POGR",0.14197158069026
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,2002,NA,"ACSA",0.14197158069026
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,2002,NA,"QUAL",0.0421966319697993
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,2002,NA,"QURU",0.0759881247388252
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,2002,NA,"PRSE",0.0448843421705563
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,2002,NA,"QURU",0.11351590711504
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,2002,NA,"QUVE",0.0854195009389083
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,2002,NA,"PRSE",0.0629336720259572
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,2002,NA,"PRSE",0.0545317221348714
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,2002,NA,"QUVE",0.0659504221942266
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,2002,NA,"QUAL",0.0426664608336638
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,2002,NA,"QUAL",0.0556959320517451
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,2002,NA,"PIPO",0.0387498976921481
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,2002,NA,"PIPO",0.0278166741008336
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,2002,NA,"PIPO",0.0287355459747036
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,2002,NA,"PIEN",0.0289924090026794
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,2002,NA,"PIEN",0.047052926419394
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,2002,NA,"PIEN",0.0472060937208498
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,2002,NA,"PIEN",0.0297560790201806
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,2002,NA,"PIEN",0.0393512253186838
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,2002,NA,"PIEN",0.0418576976309055
"PIEN","Valles Caldera Upper","VUA","VUF031",13,2002,NA,"PIEN",0.0316513894604619
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,2002,NA,"PIEN",0.0291814691561131
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,2002,NA,"PIEN",0.0363985479055696
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,2002,NA,"PIEN",0.0266432531191198
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,2002,NA,"PIEN",0.0636574402915186
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,2002,NA,"PIEN",0.0875323985102025
"PIEN","Valles Caldera Upper","VUA","VUF041",27,2002,NA,"PIEN",0.0498875631553697
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,2002,NA,"PIEN",0.0766126351966437
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,2002,NA,"PIEN",0.0418576976309055
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,2002,NA,"PIEN",0.0348556410782085
"PIEN","Valles Caldera Upper","VUB","VUF113",11,2002,NA,"PIEN",0.0370757676074271
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,2002,NA,"POGR",0.0493509546463293
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,2002,NA,"PIEN",0.0337410679199094
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,2002,NA,"PIEN",0.0360070320790295
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,2002,NA,"PIEN",0.0824708973863668
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,2002,NA,"PSME",0.0393093445785545
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,2003,NA,"SAAL",0.0915188339161154
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,2003,NA,"POGR",0.183624639558555
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,2003,NA,"POGR",0.142045792859765
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,2003,NA,"ACSA",0.142045792859765
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,2003,NA,"QUAL",0.0419144219121353
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,2003,NA,"QURU",0.075479917991906
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,2003,NA,"PRSE",0.0445841567718442
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,2003,NA,"QURU",0.112756715464018
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,2003,NA,"QUVE",0.0848482173752616
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,2003,NA,"PRSE",0.0625127731441659
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,2003,NA,"PRSE",0.0540753053638835
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,2003,NA,"QUVE",0.0653984337815238
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,2003,NA,"QUAL",0.0423093533094411
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,2003,NA,"QUAL",0.0552297711371613
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,2003,NA,"PIPO",0.037250554863488
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,2003,NA,"PIPO",0.0267403685280654
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,2003,NA,"PIPO",0.0276236866576264
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,2003,NA,"PIEN",0.027706676514359
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,2003,NA,"PIEN",0.0449662603488936
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,2003,NA,"PIEN",0.0451126351076665
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,2003,NA,"PIEN",0.0284364798962258
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,2003,NA,"PIEN",0.0376061082143145
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,2003,NA,"PIEN",0.0400014254692728
"PIEN","Valles Caldera Upper","VUA","VUF031",13,2003,NA,"PIEN",0.030247738603921
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,2003,NA,"PIEN",0.0278873523772188
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,2003,NA,"PIEN",0.034784373810359
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,2003,NA,"PIEN",0.0254616991431591
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,2003,NA,"PIEN",0.0608344103356928
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,2003,NA,"PIEN",0.0836505807373238
"PIEN","Valles Caldera Upper","VUA","VUF041",27,2003,NA,"PIEN",0.0476751888505624
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,2003,NA,"PIEN",0.073215078474846
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,2003,NA,"PIEN",0.0400014254692728
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,2003,NA,"PIEN",0.0340087037055369
"PIEN","Valles Caldera Upper","VUB","VUF113",11,2003,NA,"PIEN",0.0361748846445586
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,2003,NA,"POGR",0.0481518039041808
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,2003,NA,"PIEN",0.0329212129256747
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,2003,NA,"PIEN",0.035132117712133
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,2003,NA,"PIEN",0.0804669840170056
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,2003,NA,"PSME",0.0383541892008611
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,2004,NA,"SAAL",0.0913691816724464
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,2004,NA,"POGR",0.183714963144686
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,2004,NA,"POGR",0.14211566412234
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,2004,NA,"ACSA",0.14211566412234
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,2004,NA,"QUAL",0.0416392453447624
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,2004,NA,"QURU",0.0749843772259582
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,2004,NA,"PRSE",0.0442914528608751
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,2004,NA,"QURU",0.112016445063184
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,2004,NA,"QUVE",0.0842911718491661
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,2004,NA,"PRSE",0.0621023642790065
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,2004,NA,"PRSE",0.0536294450762957
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,2004,NA,"QUVE",0.0648592123328901
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,2004,NA,"QUAL",0.0419605053407194
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,2004,NA,"QUAL",0.0547743920786999
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,2004,NA,"PIPO",0.035803602939029
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,2004,NA,"PIPO",0.0257016718470569
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,2004,NA,"PIPO",0.0265506785718036
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,2004,NA,"PIEN",0.0264708369391676
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,2004,NA,"PIEN",0.0429605674589968
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,2004,NA,"PIEN",0.0431004132600433
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,2004,NA,"PIEN",0.0271680878818795
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,2004,NA,"PIEN",0.035928710465938
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,2004,NA,"PIEN",0.038217186041156
"PIEN","Valles Caldera Upper","VUA","VUF031",13,2004,NA,"PIEN",0.0288985564886501
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,2004,NA,"PIEN",0.0266434538642661
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,2004,NA,"PIEN",0.0332328378211611
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,2004,NA,"PIEN",0.024325995427976
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,2004,NA,"PIEN",0.0581209281976486
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,2004,NA,"PIEN",0.0799193970961046
"PIEN","Valles Caldera Upper","VUA","VUF041",27,2004,NA,"PIEN",0.0455486658406405
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,2004,NA,"PIEN",0.0699493641105459
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,2004,NA,"PIEN",0.038217186041156
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,2004,NA,"PIEN",0.0331799211349445
"PIEN","Valles Caldera Upper","VUB","VUF113",11,2004,NA,"PIEN",0.0352933128520496
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,2004,NA,"POGR",0.0469783579485836
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,2004,NA,"PIEN",0.0321189322003698
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,2004,NA,"PIEN",0.0342759578572934
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,2004,NA,"PIEN",0.0785060261857734
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,2004,NA,"PSME",0.0374195083675631
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,2005,NA,"SAAL",0.0912156621307748
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,2005,NA,"POGR",0.183800181779502
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,2005,NA,"POGR",0.142181586367732
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,2005,NA,"ACSA",0.142181586367732
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,2005,NA,"QUAL",0.0413705234524142
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,2005,NA,"QURU",0.0745004601045533
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,2005,NA,"PRSE",0.0440056147548028
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,2005,NA,"QURU",0.111293538803902
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,2005,NA,"QUVE",0.0837471926530974
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,2005,NA,"PRSE",0.0617015821632362
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,2005,NA,"PRSE",0.0531933352101343
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,2005,NA,"QUVE",0.0643317830005599
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,2005,NA,"QUAL",0.0416192862521725
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,2005,NA,"QUAL",0.0543289716055898
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,2005,NA,"PIPO",0.0344079436491967
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,2005,NA,"PIPO",0.0246997956632926
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,2005,NA,"PIPO",0.0255157072795795
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,2005,NA,"PIEN",0.0252839338336591
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,2005,NA,"PIEN",0.0410342954998339
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,2005,NA,"PIEN",0.0411678708752065
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,2005,NA,"PIEN",0.0259499213406464
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,2005,NA,"PIEN",0.0343177338985202
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,2005,NA,"PIEN",0.0365035984843936
"PIEN","Valles Caldera Upper","VUA","VUF031",13,2005,NA,"PIEN",0.0276027989529169
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,2005,NA,"PIEN",0.0254488109368194
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,2005,NA,"PIEN",0.031742739170127
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,2005,NA,"PIEN",0.0232352630274704
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,2005,NA,"PIEN",0.0555148938538401
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,2005,NA,"PIEN",0.0763359599414078
"PIEN","Valles Caldera Upper","VUA","VUF041",27,2005,NA,"PIEN",0.0435063483626452
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,2005,NA,"PIEN",0.0668129646955238
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,2005,NA,"PIEN",0.0365035984843936
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,2005,NA,"PIEN",0.0323691855824502
"PIEN","Valles Caldera Upper","VUB","VUF113",11,2005,NA,"PIEN",0.034430937580629
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,2005,NA,"POGR",0.0458304641717472
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,2005,NA,"PIEN",0.0313341214066042
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,2005,NA,"PIEN",0.0334384411700871
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,2005,NA,"PIEN",0.0765877688681927
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,2005,NA,"PSME",0.0365051805225071
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,2006,NA,"SAAL",0.0910587061013814
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,2006,NA,"POGR",0.183880803475042
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,2006,NA,"POGR",0.142243952576821
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,2006,NA,"ACSA",0.142243952576821
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,2006,NA,"QUAL",0.0411076925001045
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,2006,NA,"QURU",0.0740271514479849
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,2006,NA,"PRSE",0.0437260428115983
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,2006,NA,"QURU",0.110586480145981
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,2006,NA,"QUVE",0.0832151386068488
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,2006,NA,"PRSE",0.0613095860209192
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,2006,NA,"PRSE",0.0527661946865622
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,2006,NA,"QUVE",0.0638152011512617
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,2006,NA,"QUAL",0.0412850849156663
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,2006,NA,"QUAL",0.0538927119635675
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,2006,NA,"PIPO",0.0330624402475786
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,2006,NA,"PIPO",0.0237339239615989
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,2006,NA,"PIPO",0.0245179298102431
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,2006,NA,"PIEN",0.0241449315138313
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,2006,NA,"PIEN",0.0391857636189051
