"Species","Site","PlotID","TreeID","DBH..cm.","Year","RW","Species.Model","RW.modeled"
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1940,NA,"PRSE",0.135089202537014
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1940,NA,"QURU",0.34165084360969
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1940,NA,"QUVE",0.257088590473239
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1940,NA,"PRSE",0.189412591464682
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1940,NA,"PRSE",0.184364534887019
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1940,NA,"QUVE",0.222969648443688
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1940,NA,"QUAL",0.14424965687712
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1940,NA,"QUAL",0.188300574524726
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1940,NA,"PIPO",0.187236089379042
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1940,NA,"PIPO",0.134407716880933
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1940,NA,"PIPO",0.138847624765868
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1940,NA,"PIEN",0.10840883294187
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1940,NA,"PIEN",0.175940979556228
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1940,NA,"PIEN",0.176513704933899
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1940,NA,"PIEN",0.111264358860477
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1940,NA,"PIEN",0.147142667973428
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1940,NA,"PIEN",0.156514905311276
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1940,NA,"PIEN",0.118351330932182
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1940,NA,"PIEN",0.109115769388154
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1940,NA,"PIEN",0.136101974101458
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1940,NA,"PIEN",0.09962483545785
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1940,NA,"PIEN",0.238028816764849
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1940,NA,"PIEN",0.327302404095389
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1940,NA,"PIEN",0.186540294029643
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1940,NA,"PIEN",0.286471067978581
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1940,NA,"PIEN",0.156514905311276
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1940,NA,"PIEN",0.106792793426096
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1940,NA,"PIEN",0.11359494959022
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1940,NA,"POGR",0.151204400260508
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1940,NA,"PIEN",0.103377897662583
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1940,NA,"PIEN",0.110320493892928
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1940,NA,"PIEN",0.25267925752636
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1940,NA,"PSME",0.120438316021028
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1941,NA,"POGR",0.150802173385526
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1941,NA,"POGR",0.116655446322562
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1941,NA,"ACSA",0.116655446322562
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1941,NA,"QUAL",0.122917213874183
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1941,NA,"QURU",0.221350570991193
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1941,NA,"PRSE",0.130746413366094
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1941,NA,"QURU",0.330667600271218
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1941,NA,"QUVE",0.24882381782149
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1941,NA,"PRSE",0.183323437516027
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1941,NA,"PRSE",0.178059860263642
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1941,NA,"QUVE",0.215344802997204
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1941,NA,"QUAL",0.139316782169404
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1941,NA,"QUAL",0.181861299994508
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1941,NA,"PIPO",0.186028467988147
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1941,NA,"PIPO",0.133540823994284
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1941,NA,"PIPO",0.137952095691862
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1941,NA,"PIEN",0.109628139238571
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1941,NA,"PIEN",0.177919839935028
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1941,NA,"PIEN",0.178499006924885
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1941,NA,"PIEN",0.112515782104095
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1941,NA,"PIEN",0.148797625200664
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1941,NA,"PIEN",0.158275274871531
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1941,NA,"PIEN",0.119682463452592
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1941,NA,"PIEN",0.110343026808734
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1941,NA,"PIEN",0.137632753370195
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1941,NA,"PIEN",0.100745345529632
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1941,NA,"PIEN",0.240705997463153
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1941,NA,"PIEN",0.330983671307746
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1941,NA,"PIEN",0.18863836804194
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1941,NA,"PIEN",0.289693093043607
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1941,NA,"PIEN",0.158275274871531
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1941,NA,"PIEN",0.105809690048811
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1941,NA,"PIEN",0.112549227542862
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1941,NA,"POGR",0.149812456555438
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1941,NA,"PIEN",0.102426230821889
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1941,NA,"PIEN",0.109304915531783
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1941,NA,"PIEN",0.250353165816662
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1941,NA,"PSME",0.119329595933874
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1942,NA,"POGR",0.151844840622206
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1942,NA,"POGR",0.117462018330977
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1942,NA,"ACSA",0.117462018330977
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1942,NA,"QUAL",0.119016529432569
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1942,NA,"QURU",0.21432617870964
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1942,NA,"PRSE",0.126597275223929
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1942,NA,"QURU",0.320174115078459
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1942,NA,"QUVE",0.240927582914369
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1942,NA,"PRSE",0.177505807438323
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1942,NA,"PRSE",0.172045428584384
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1942,NA,"QUVE",0.208070976076346
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1942,NA,"QUAL",0.134610998019673
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1942,NA,"QUAL",0.175718464869857
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1942,NA,"PIPO",0.184728395256566
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1942,NA,"PIPO",0.132607564769471
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1942,NA,"PIPO",0.136988007991667
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1942,NA,"PIEN",0.110758127437415
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1942,NA,"PIEN",0.179753742442751
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1942,NA,"PIEN",0.180338879176036
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1942,NA,"PIEN",0.113675534580461
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1942,NA,"PIEN",0.150331351501781
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1942,NA,"PIEN",0.159906691714102
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1942,NA,"PIEN",0.12091608624551
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1942,NA,"PIEN",0.111480383686125
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1942,NA,"PIEN",0.139051398146644
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1942,NA,"PIEN",0.101783774643978
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1942,NA,"PIEN",0.243187066086714
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1942,NA,"PIEN",0.334395273887023
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1942,NA,"PIEN",0.190582751402061
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1942,NA,"PIEN",0.292679094436127
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1942,NA,"PIEN",0.159906691714102
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1942,NA,"PIEN",0.104809178257962
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1942,NA,"PIEN",0.1114849882548
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1942,NA,"POGR",0.14839586485074
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1942,NA,"PIEN",0.101457712233637
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1942,NA,"PIEN",0.108271353702645
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1942,NA,"PIEN",0.247985884576537
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1942,NA,"PSME",0.118201243061146
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1943,NA,"POGR",0.152878012395032
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1943,NA,"POGR",0.118261244970626
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1943,NA,"ACSA",0.118261244970626
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1943,NA,"QUAL",0.115290139292432
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1943,NA,"QURU",0.207615657381849
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1943,NA,"PRSE",0.122633533041126
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1943,NA,"QURU",0.310149510334531
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1943,NA,"QUVE",0.2333841755092
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1943,NA,"PRSE",0.171948126553081
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1943,NA,"PRSE",0.166308202430552
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1943,NA,"QUVE",0.201132400284935
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1943,NA,"QUAL",0.130122103750372
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1943,NA,"QUAL",0.169858753393315
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1943,NA,"PIPO",0.183335305210494
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1943,NA,"PIPO",0.13160753292132
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1943,NA,"PIPO",0.135954941959239
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1943,NA,"PIEN",0.11179303023239
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1943,NA,"PIEN",0.181433327090537
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1943,NA,"PIEN",0.182023931229733
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1943,NA,"PIEN",0.114737697070741
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1943,NA,"PIEN",0.151736018946431
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1943,NA,"PIEN",0.161400829309411
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1943,NA,"PIEN",0.122045903068061
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1943,NA,"PIEN",0.112522035105583
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1943,NA,"PIEN",0.140350667860901
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1943,NA,"PIEN",0.102734822799986
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1943,NA,"PIEN",0.245459359598875
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1943,NA,"PIEN",0.33751979947787
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1943,NA,"PIEN",0.192363520241906
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1943,NA,"PIEN",0.295413832011336
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1943,NA,"PIEN",0.161400829309411
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1943,NA,"PIEN",0.103791235866014
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1943,NA,"PIEN",0.110402208125268
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1943,NA,"POGR",0.146954593731816
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1943,NA,"PIEN",0.100472320419778
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1943,NA,"PIEN",0.107219785485058
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1943,NA,"PIEN",0.24557736130872
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1943,NA,"PSME",0.11705323238028
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1944,NA,"SAAL",0.0794916818759221
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1944,NA,"POGR",0.153900966401473
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1944,NA,"POGR",0.119052567492775
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1944,NA,"ACSA",0.119052567492775
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1944,NA,"QUAL",0.111730626325827
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1944,NA,"QURU",0.201205650168254
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1944,NA,"PRSE",0.118847297256526
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1944,NA,"QURU",0.300573832740616
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1944,NA,"QUVE",0.22617858096292
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1944,NA,"PRSE",0.166639332671787
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1944,NA,"PRSE",0.160835748174473
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1944,NA,"QUVE",0.194514038448967
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1944,NA,"QUAL",0.125840371099356
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1944,NA,"QUAL",0.164269466488914
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1944,NA,"PIPO",0.181848848192612
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1944,NA,"PIPO",0.130540477447785
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1944,NA,"PIPO",0.134852638301147
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1944,NA,"PIEN",0.112727217386423
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1944,NA,"PIEN",0.182949456344115
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1944,NA,"PIEN",0.183544995807086
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1944,NA,"PIEN",0.115696491035481
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1944,NA,"PIEN",0.15300398564712
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1944,NA,"PIEN",0.162749559020715
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1944,NA,"PIEN",0.123065767317304
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1944,NA,"PIEN",0.113462314115131
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1944,NA,"PIEN",0.141523494026388
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1944,NA,"PIEN",0.103593315959462
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1944,NA,"PIEN",0.247510515919602
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1944,NA,"PIEN",0.340340249556453
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1944,NA,"PIEN",0.19397098654943
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1944,NA,"PIEN",0.297882427830011
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1944,NA,"PIEN",0.162749559020715
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1944,NA,"PIEN",0.102755874389797
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1944,NA,"PIEN",0.109300899404657
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1944,NA,"POGR",0.145488659504967
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1944,NA,"PIEN",0.0994700665288708
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1944,NA,"PIEN",0.106150222776288
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1944,NA,"PIEN",0.243127623262838
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1944,NA,"PSME",0.115885576879679
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1945,NA,"SAAL",0.0801396370713846
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1945,NA,"POGR",0.1549129702445
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1945,NA,"POGR",0.11983541933992
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1945,NA,"ACSA",0.11983541933992
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1945,NA,"QUAL",0.108330904628871
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1945,NA,"QURU",0.195083396700952
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1945,NA,"PRSE",0.115231030630317
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1945,NA,"QURU",0.291428020045308
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1945,NA,"QUVE",0.219296455136077
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1945,NA,"PRSE",0.161568857606174
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1945,NA,"PRSE",0.155616212047066
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1945,NA,"QUVE",0.188201554672843
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1945,NA,"QUAL",0.12175652549479
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1945,NA,"QUAL",0.15893849731881
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1945,NA,"PIPO",0.180268897959749
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1945,NA,"PIPO",0.12940630772501
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1945,NA,"PIPO",0.133681003399944
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1945,NA,"PIEN",0.11355523328564
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1945,NA,"PIEN",0.184293276072112
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1945,NA,"PIEN",0.184893189954636
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1945,NA,"PIEN",0.116546317158063
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1945,NA,"PIEN",0.154127846731397
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1945,NA,"PIEN",0.163945004322959
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1945,NA,"PIEN",0.123969723028716
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1945,NA,"PIEN",0.114295729524715
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1945,NA,"PIEN",0.142563027387394
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1945,NA,"PIEN",0.104354240558293
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1945,NA,"PIEN",0.249328556381847
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1945,NA,"PIEN",0.342840152812383
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1945,NA,"PIEN",0.195395762788687
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1945,NA,"PIEN",0.300070465395909
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1945,NA,"PIEN",0.163945004322959
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1945,NA,"PIEN",0.101703139401697
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1945,NA,"PIEN",0.108181110568083
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1945,NA,"POGR",0.143998126694631
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1945,NA,"PIEN",0.0984509946760402
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1945,NA,"PIEN",0.105062712654119
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1945,NA,"PIEN",0.240636778266361
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1945,NA,"PSME",0.114698327954769
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1946,NA,"SAAL",0.080777578662514
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1946,NA,"POGR",0.155913281877049
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1946,NA,"POGR",0.120609226489625
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1946,NA,"ACSA",0.120609226489625
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1946,NA,"QUAL",0.105084207440436
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1946,NA,"QURU",0.189236711327566
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1946,NA,"PRSE",0.111777535393204
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1946,NA,"QURU",0.282693868543908
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1946,NA,"QUVE",0.212724099936392
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1946,NA,"PRSE",0.15672660914969
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1946,NA,"PRSE",0.150638296936556
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1946,NA,"QUVE",0.18218128627983
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1946,NA,"QUAL",0.117861727902105
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1946,NA,"QUAL",0.153854307586664
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1946,NA,"PIPO",0.17859555812349
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1946,NA,"PIPO",0.128205098130731
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1946,NA,"PIPO",0.132440114090296
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1946,NA,"PIEN",0.11427183532698
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1946,NA,"PIEN",0.185456277846818
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1946,NA,"PIEN",0.18605997754793
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1946,NA,"PIEN",0.11728179474346
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1946,NA,"PIEN",0.155100486445123
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1946,NA,"PIEN",0.164979596224768
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1946,NA,"PIEN",0.124752046784445
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1946,NA,"PIEN",0.115017004544139
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1946,NA,"PIEN",0.143462686112839
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1946,NA,"PIEN",0.105012778783637
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1946,NA,"PIEN",0.250901970017642
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1946,NA,"PIEN",0.345003681046617
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1946,NA,"PIEN",0.196628827953824
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1946,NA,"PIEN",0.301964091095286
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1946,NA,"PIEN",0.164979596224768
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1946,NA,"PIEN",0.100633110830486
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1946,NA,"PIEN",0.107042926635373
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1946,NA,"POGR",0.142483108469329
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1946,NA,"PIEN",0.0974151822341906
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1946,NA,"PIEN",0.103957337687622
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1946,NA,"PIEN",0.238105015436385
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1946,NA,"PSME",0.113491575747279
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1947,NA,"SAAL",0.0814048174668587
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1947,NA,"POGR",0.156901150075724
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1947,NA,"POGR",0.121373407820949
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1947,NA,"ACSA",0.121373407820949
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1947,NA,"QUAL",0.101984075388525
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1947,NA,"QURU",0.183653961945197
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1947,NA,"PRSE",0.108479940744146
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1947,NA,"QURU",0.274354001459233
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1947,NA,"QUVE",0.206448439525664
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1947,NA,"PRSE",0.152102953547704
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1947,NA,"PRSE",0.145891239926693
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1947,NA,"QUVE",0.176440216646888
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1947,NA,"QUAL",0.114147557249552
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1947,NA,"QUAL",0.149005904596324
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1947,NA,"PIPO",0.17682916786856
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1947,NA,"PIPO",0.126937092149228
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1947,NA,"PIPO",0.131130221899533
