"PlotID","Site","Plot","Year","Release.Minor","Release.Major","n.Minor","n.Major","n.Plot","p.Minor","p.Major"
"VLF0","VLF","A",2004,NA,NA,0,0,40,0,0
"VLF1","VLF","B",2004,NA,NA,0,0,44,0,0
"VUF0","VUF","A",2004,NA,NA,0,0,35,0,0
"VUF1","VUF","B",2004,NA,NA,0,0,40,0,0
"VLF0","VLF","A",2005,NA,NA,0,0,40,0,0
"VLF1","VLF","B",2005,NA,NA,0,0,44,0,0
"VUF0","VUF","A",2005,NA,NA,0,0,33,0,0
"VUF1","VUF","B",2005,NA,NA,0,0,40,0,0
"VLF0","VLF","A",2006,NA,NA,0,0,38,0,0
"VLF1","VLF","B",2006,NA,NA,0,0,44,0,0
"VUF0","VUF","A",2006,NA,NA,0,0,27,0,0
"VUF1","VUF","B",2006,NA,NA,0,0,38,0,0
"VLF0","VLF","A",2007,NA,NA,0,0,38,0,0
"VLF1","VLF","B",2007,NA,NA,0,0,42,0,0
"VUF0","VUF","A",2007,NA,NA,0,0,24,0,0
"VUF1","VUF","B",2007,NA,NA,0,0,35,0,0
"VLF0","VLF","A",2008,NA,NA,0,0,37,0,0
"VLF1","VLF","B",2008,NA,NA,0,0,38,0,0
"VUF0","VUF","A",2008,NA,NA,0,0,22,0,0
"VUF1","VUF","B",2008,NA,NA,0,0,27,0,0
"VLF0","VLF","A",2009,NA,NA,0,0,36,0,0
"VLF1","VLF","B",2009,NA,NA,0,0,38,0,0
"VUF0","VUF","A",2009,NA,NA,0,0,17,0,0
"VUF1","VUF","B",2009,NA,NA,0,0,22,0,0
"VLF0","VLF","A",2010,NA,NA,0,0,36,0,0
"VLF1","VLF","B",2010,NA,NA,0,0,38,0,0
"VUF0","VUF","A",2010,NA,NA,0,0,12,0,0
"VUF1","VUF","B",2010,NA,NA,0,0,17,0,0
"VLF0","VLF","A",2011,NA,NA,0,0,36,0,0
"VLF1","VLF","B",2011,NA,NA,0,0,38,0,0
"VUF0","VUF","A",2011,NA,NA,0,0,12,0,0
"VUF1","VUF","B",2011,NA,NA,0,0,13,0,0
"VLF0","VLF","A",2012,NA,NA,0,0,0,NA,NA
"VLF1","VLF","B",2012,NA,NA,0,0,0,NA,NA
"VUF0","VUF","A",2012,NA,NA,0,0,0,NA,NA
"VUF1","VUF","B",2012,NA,NA,0,0,0,NA,NA
"VLF0","VLF","A",2013,NA,NA,0,0,0,NA,NA
"VLF1","VLF","B",2013,NA,NA,0,0,0,NA,NA
"VUF0","VUF","A",2013,NA,NA,0,0,0,NA,NA
"VUF1","VUF","B",2013,NA,NA,0,0,0,NA,NA
"VLF0","VLF","A",2014,NA,NA,0,0,0,NA,NA
"VLF1","VLF","B",2014,NA,NA,0,0,0,NA,NA
"VUF0","VUF","A",2014,NA,NA,0,0,0,NA,NA
"VUF1","VUF","B",2014,NA,NA,0,0,0,NA,NA
