"Species","Site","PlotID","TreeID","DBH..cm.","Year","RW","RW.modeled"
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1934,NA,0.196059590331547
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1934,NA,0.26570171371758
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1934,NA,0.155368469734647
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1934,NA,0.233973808746551
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1934,NA,0.131408888659136
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1934,NA,0.103949383765906
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1934,NA,0.110259233849101
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1934,NA,0.144860909670737
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1934,NA,0.100774787739192
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1934,NA,0.107223985559528
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1934,NA,0.236470862171741
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1934,NA,0.116589923949927
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1935,NA,0.126536663868342
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1935,NA,0.0990382976550077
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1935,NA,0.0990382976550077
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1935,NA,0.178870033668936
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1935,NA,0.130359688266556
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1935,NA,0.134466264501534
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1935,NA,0.0940183018735411
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1935,NA,0.149250503625157
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1935,NA,0.149714135873334
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1935,NA,0.0963803334370129
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1935,NA,0.12584346180968
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1935,NA,0.133482308228986
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1935,NA,0.102230733246264
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1935,NA,0.0946033266411122
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1935,NA,0.116816070151556
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1935,NA,0.0867341911190864
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1935,NA,0.199153093332739
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1935,NA,0.269894056705838
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1935,NA,0.157819932713846
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1935,NA,0.237665536747889
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1935,NA,0.133482308228986
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1935,NA,0.103106255145024
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1935,NA,0.109364926327431
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1935,NA,0.143685949564523
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1935,NA,0.0999574081191494
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1935,NA,0.106354296795678
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1935,NA,0.234552857998183
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1935,NA,0.115644268495055
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1936,NA,0.127709625227761
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1936,NA,0.0999563564428763
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1936,NA,0.0999563564428763
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1936,NA,0.177827808752994
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1936,NA,0.129600119364159
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1936,NA,0.13368276774502
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1936,NA,0.0954280543369745
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1936,NA,0.151488432421587
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1936,NA,0.15195901657903
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1936,NA,0.0978255032580135
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1936,NA,0.12773041495346
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1936,NA,0.135483801652083
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1936,NA,0.103763626578314
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1936,NA,0.0960218512275346
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1936,NA,0.11856766254775
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1936,NA,0.088034722368401
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1936,NA,0.202139283875766
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1936,NA,0.273940968889158
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1936,NA,0.160186355362294
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1936,NA,0.241229200090312
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1936,NA,0.135483801652083
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1936,NA,0.102248743316605
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1936,NA,0.10845536252058
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1936,NA,0.142490945428684
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1936,NA,0.0991260845522164
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1936,NA,0.105469771726106
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1936,NA,0.232602133962672
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1936,NA,0.114682480793777
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1937,NA,0.128877355923565
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1937,NA,0.100870321270906
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1937,NA,0.100870321270906
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1937,NA,0.17671363165666
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1937,NA,0.12878811203139
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1937,NA,0.132845180648601
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1937,NA,0.0967818586176321
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1937,NA,0.153637545590742
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1937,NA,0.154114805760299
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1937,NA,0.0992133193042311
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1937,NA,0.129542481475571
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1937,NA,0.137405862747331
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1937,NA,0.105235684693868
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1937,NA,0.0973840794960631
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1937,NA,0.12024974032058
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1937,NA,0.0892836400458796
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1937,NA,0.205006962879613
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1937,NA,0.277827273172593
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1937,NA,0.162458862908415
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1937,NA,0.244651434002246
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1937,NA,0.137405862747331
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1937,NA,0.101376664844559
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1937,NA,0.107530347857669
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1937,NA,0.141275641631893
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1937,NA,0.0982806392044094
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1937,NA,0.104570221136138
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1937,NA,0.230618272772784
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1937,NA,0.113704355103652
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1938,NA,0.13003902264648
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1938,NA,0.101779539920765
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1938,NA,0.101779539920765
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1938,NA,0.175526585565475
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1938,NA,0.127922998097933
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1938,NA,0.131952813993333
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1938,NA,0.0980743845801551
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1938,NA,0.155689381744033
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1938,NA,0.156173015744066
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1938,NA,0.100538317530763
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1938,NA,0.131272526991832
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1938,NA,0.139240924065026
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1938,NA,0.10664111187406
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1938,NA,0.0986846481448051
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1938,NA,0.121855680871537
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1938,NA,0.090476026970828
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1938,NA,0.207744839851647
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1938,NA,0.281537668579353
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1938,NA,0.164628508141007
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1938,NA,0.247918764623222
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1938,NA,0.139240924065026
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1938,NA,0.100489863903353
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1938,NA,0.10658971705437
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1938,NA,0.14003982102011
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1938,NA,0.097420921009078
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1938,NA,0.103655484291442
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1938,NA,0.228600919946392
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1938,NA,0.112709716650317
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1939,NA,0.1311937735891
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1939,NA,0.102683345695917
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1939,NA,0.102683345695917
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1939,NA,0.174265904718442
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1939,NA,0.127004219480565
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1939,NA,0.131005092115319
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1939,NA,0.0993002842057616
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1939,NA,0.157635451103611
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1939,NA,0.15812513037981
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1939,NA,0.101795015559995
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1939,NA,0.132913393181108
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1939,NA,0.140981392765504
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1939,NA,0.107974092954495
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1939,NA,0.0999181758771657
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1939,NA,0.123378839382273
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1939,NA,0.0916069494646545
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1939,NA,0.210341586417899
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1939,NA,0.285056802795519
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1939,NA,0.166686313829599
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1939,NA,0.251017672885899
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1939,NA,0.140981392765504
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1939,NA,0.0995882127443449
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1939,NA,0.105633334607551
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1939,NA,0.138783305566458
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1939,NA,0.0965468061190041
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1939,NA,0.102725429419055
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1939,NA,0.226549784872529
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1939,NA,0.111698422150536
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1940,NA,0.132340738874366
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1940,NA,0.103581057756986
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1940,NA,0.103581057756986
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1940,NA,0.17293098065563
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1940,NA,0.126031332736384
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1940,NA,0.130001557602368
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1940,NA,0.100454218579438
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1940,NA,0.159467278343516
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1940,NA,0.15996264801379
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1940,NA,0.102977940346798
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1940,NA,0.134457933907657
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1940,NA,0.142619688934161
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1940,NA,0.109228822669755
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1940,NA,0.101079290556967
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1940,NA,0.124812582345712
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1940,NA,0.092671482247218
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1940,NA,0.212785893488343
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1940,NA,0.288369349640949
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1940,NA,0.168623318025386
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1940,NA,0.25393466273603
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1940,NA,0.142619688934161
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1940,NA,0.0986716121364328
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1940,NA,0.104661095262664
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1940,NA,0.137505956985287
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1940,NA,0.0956581983335845
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1940,NA,0.101779954161905
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1940,NA,0.224464641813786
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1940,NA,0.110670360306422
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1941,NA,0.133479031032642
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1941,NA,0.104471981495161
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1941,NA,0.104471981495161
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1941,NA,0.171521368146897
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1941,NA,0.125004013383635
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1941,NA,0.128941875750936
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1941,NA,0.101530886481996
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1941,NA,0.161176447978487
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1941,NA,0.161677127018854
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1941,NA,0.104081657488903
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1941,NA,0.135899053491581
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1941,NA,0.14414828617497
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1941,NA,0.110399536742949
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1941,NA,0.102162657978414
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1941,NA,0.126150323091171
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1941,NA,0.0936647348137004
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1941,NA,0.215066531821663
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1941,NA,0.291460091147183
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1941,NA,0.170430622056098
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1941,NA,0.256656333409307
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1941,NA,0.14414828617497
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1941,NA,0.0977399917778881
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1941,NA,0.103672924450582
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1941,NA,0.136207677306107
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1941,NA,0.0947550294980936
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1941,NA,0.100818986003628
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1941,NA,0.22234533084319
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1941,NA,0.109625452267356
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1942,NA,0.134607745528439
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1942,NA,0.105355408944446
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1942,NA,0.105355408944446
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1942,NA,0.170036790755191
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1942,NA,0.123922059956217
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1942,NA,0.127825838748362
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1942,NA,0.102525054450692
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1942,NA,0.162754652084061
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1942,NA,0.163260233662777
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1942,NA,0.10510080204274
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1942,NA,0.137229746944961
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1942,NA,0.145559754288992
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1942,NA,0.11148054457211
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1942,NA,0.103163012113774
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1942,NA,0.127385559134147
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1942,NA,0.0945818791662688
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1942,NA,0.217172415700788
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1942,NA,0.29431400385111
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1942,NA,0.172099440986023
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1942,NA,0.259169455420547
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1942,NA,0.145559754288992
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1942,NA,0.0967933106763075
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1942,NA,0.102668778690615
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1942,NA,0.134888409403068
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1942,NA,0.0938372598720289
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1942,NA,0.099842482660482
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1942,NA,0.220191758708538
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1942,NA,0.108563652056143
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1943,NA,0.135725961337768
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1943,NA,0.106230619233553
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1943,NA,0.106230619233553
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1943,NA,0.168477145987852
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1943,NA,0.122785397757935
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1943,NA,0.126653369545379
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1943,NA,0.103431588146589
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1943,NA,0.164193740091072
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1943,NA,0.164703792057437
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1943,NA,0.106030110678839
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1943,NA,0.138443141957054
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1943,NA,0.146846803808121
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1943,NA,0.11246626333747
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1943,NA,0.104075186675909
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1943,NA,0.128511911149706
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1943,NA,0.0954181787512322
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1943,NA,0.219092669376408
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1943,NA,0.296916348839804
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1943,NA,0.173621156269518
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1943,NA,0.26146104985612
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1943,NA,0.146846803808121
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1943,NA,0.0958315574936094
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1943,NA,0.101648645956447
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1943,NA,0.133548137475741
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1943,NA,0.0929048784635719
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1943,NA,0.0988504324372149
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1943,NA,0.218003899617221
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1943,NA,0.107484946955958
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1944,NA,0.0737201138455075
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1944,NA,0.136832741577026
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1944,NA,0.107096879078117
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1944,NA,0.107096879078117
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1944,NA,0.166842509989638
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1944,NA,0.121594082282751
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1944,NA,0.125424525384112
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1944,NA,0.104245484841199
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1944,NA,0.165485770356976
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1944,NA,0.165999835890346
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1944,NA,0.106864454984646
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1944,NA,0.139532542377655
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1944,NA,0.148002332117946
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1944,NA,0.113351253325788
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1944,NA,0.104894147807072
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1944,NA,0.129523163336558
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1944,NA,0.0961690184287718
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1944,NA,0.220816695881407
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1944,NA,0.29925276500847
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1944,NA,0.174987370283384
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1944,NA,0.263518470495796
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1944,NA,0.148002332117946
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1944,NA,0.0948547508530565
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1944,NA,0.100612546001794
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1944,NA,0.132186887476977
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1944,NA,0.0919579033272341
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1944,NA,0.097842854543757
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1944,NA,0.215781795934656
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1944,NA,0.106389357854705
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1945,NA,0.074308144618755
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1945,NA,0.137927134184217
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1945,NA,0.107953443313881
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1945,NA,0.107953443313881
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1945,NA,0.165133141731824
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1945,NA,0.120348302267783
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1945,NA,0.124139500947257
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1945,NA,0.10496190680963
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1945,NA,0.166623063176199
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1945,NA,0.167140661599669
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1945,NA,0.107598875696602
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1945,NA,0.140491472913808
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1945,NA,0.149019470867597
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1945,NA,0.114130254240364
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1945,NA,0.105615027679838
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1945,NA,0.130413304907449
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1945,NA,0.0968299352789327
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1945,NA,0.222334247765468
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1945,NA,0.301309364920612
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1945,NA,0.176189962380872
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1945,NA,0.265329488226088
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1945,NA,0.149019470867597
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1945,NA,0.0938629396053287
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1945,NA,0.0995605306426297
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1945,NA,0.130804727483695
