"Species","Site","PlotID","TreeID","DBH..cm.","Year","RW","RW.modeled"
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1964,NA,0.0886227356747348
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1964,NA,0.203489439649012
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1964,NA,0.275770712091877
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1964,NA,0.161256293517514
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1964,NA,0.242840450466451
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1964,NA,0.136388743202654
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1964,NA,0.0724819515593187
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1964,NA,0.0768816914279709
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1964,NA,0.101008789635913
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1964,NA,0.0702683654167893
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1964,NA,0.0747652698434929
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1964,NA,0.164886687695248
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1964,NA,0.0812959626492265
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1965,NA,0.0833294493852807
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1965,NA,0.155705458739092
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1965,NA,0.121868264087921
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1965,NA,0.121868264087921
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1965,NA,0.11747631898926
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1965,NA,0.0856162209399867
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1965,NA,0.0883132935006528
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1965,NA,0.0944337682307224
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1965,NA,0.149910040777104
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1965,NA,0.150375721813627
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1965,NA,0.0968062375986393
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1965,NA,0.126399563373006
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1965,NA,0.134072165812488
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1965,NA,0.102682490292365
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1965,NA,0.0950213782195132
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1965,NA,0.117332279720958
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1965,NA,0.0871174690310378
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1965,NA,0.20003314975324
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1965,NA,0.271086717053132
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1965,NA,0.15851733812565
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1965,NA,0.238715779443327
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1965,NA,0.134072165812488
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1965,NA,0.0712632382938125
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1965,NA,0.0755890008311795
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1965,NA,0.0993104254333259
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1965,NA,0.0690868714415782
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1965,NA,0.0735081648097956
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1965,NA,0.162114278988301
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1965,NA,0.07992905039064
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1966,NA,0.0836090652705122
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1966,NA,0.156332261240296
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1966,NA,0.122358852750427
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1966,NA,0.122358852750427
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1966,NA,0.114661877061542
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1966,NA,0.0835650681291098
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1966,NA,0.0861975255046718
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1966,NA,0.0927201211596833
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1966,NA,0.147189690767673
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1966,NA,0.147646921300111
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1966,NA,0.0950495383942413
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1966,NA,0.124105847410877
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1966,NA,0.131639218588661
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1966,NA,0.100819157376256
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1966,NA,0.0932970680545928
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1966,NA,0.115203103672504
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1966,NA,0.0855365875472381
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1966,NA,0.196403238254337
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1966,NA,0.266167428461992
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1966,NA,0.155640795366874
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1966,NA,0.23438391168121
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1966,NA,0.131639218588661
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1966,NA,0.0700427548607393
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1966,NA,0.0742944326155639
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1966,NA,0.0976095943754795
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1966,NA,0.0679036613594085
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1966,NA,0.0722492338449119
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1966,NA,0.159337843388306
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1966,NA,0.0785601527070847
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1967,NA,0.0838718801650815
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1967,NA,0.156933063446385
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1967,NA,0.122829091382452
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1967,NA,0.122829091382452
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1967,NA,0.111843026038022
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1967,NA,0.0815107019887421
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1967,NA,0.0840784429532559
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1967,NA,0.0909322028609682
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1967,NA,0.144351437989158
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1967,NA,0.144799851763966
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1967,NA,0.0932167020383999
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1967,NA,0.121712719438349
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1967,NA,0.129100824928261
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1967,NA,0.0988750656938952
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1967,NA,0.0914980245125336
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1967,NA,0.112981646942846
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1967,NA,0.0838871890329505
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1967,NA,0.192616002655313
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1967,NA,0.261034932840577
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1967,NA,0.152639580284511
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1967,NA,0.229864296312098
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1967,NA,0.129100824928261
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1967,NA,0.0688217468267569
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1967,NA,0.0729993079551458
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1967,NA,0.0959080322487016
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1967,NA,0.0667199426975497
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1967,NA,0.0709897617532002
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1967,NA,0.156560214391826
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1967,NA,0.0771906666296603
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1968,NA,0.0841181005457652
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1968,NA,0.157508143019065
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1968,NA,0.123279197305536
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1968,NA,0.123279197305536
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1968,NA,0.109024906970128
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1968,NA,0.0794568692943923
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1968,NA,0.0819599106524144
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1968,NA,0.0890776934445799
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1968,NA,0.141407474326149
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1968,NA,0.141846742962692
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1968,NA,0.0913156015893194
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1968,NA,0.11923045927978
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1968,NA,0.1264678886531
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1968,NA,0.0968585662073966
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1968,NA,0.0896319754924867
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1968,NA,0.110677451932252
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1968,NA,0.0821763585781576
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1968,NA,0.188687711253228
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1968,NA,0.255711277130847
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1968,NA,0.149526584777474
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1968,NA,0.225176347614165
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1968,NA,0.1264678886531
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1968,NA,0.0676014151903921
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1968,NA,0.0717049007504776
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1968,NA,0.0942074127304379
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1968,NA,0.0655368797762434
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1968,NA,0.0697309873669076
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1968,NA,0.15378412410892
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1968,NA,0.0758219392017241
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1969,NA,0.0843479472101569
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1969,NA,0.158057799110255
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1969,NA,0.123709404661278
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1969,NA,0.123709404661278
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1969,NA,0.106212420015876
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1969,NA,0.0774071412595187
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1969,NA,0.07984561231557
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1969,NA,0.0871642145755805
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1969,NA,0.1383698988841
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1969,NA,0.138799731586445
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1969,NA,0.0893540501919445
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1969,NA,0.116669268531
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1969,NA,0.123751230607894
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1969,NA,0.0947779463288099
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1969,NA,0.0877065900849912
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1969,NA,0.108299988424187
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1969,NA,0.0804111273559498
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1969,NA,0.184634508544881
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1969,NA,0.250218340499532
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1969,NA,0.146314602638496
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1969,NA,0.22033933212469
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1969,NA,0.123751230607894
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1969,NA,0.0663829156947974
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1969,NA,0.0704124368996832
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1969,NA,0.0925093464315295
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1969,NA,0.0643555930424481
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1969,NA,0.0684741028372777
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1969,NA,0.15101220169976
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1969,NA,0.0744552667080772
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1970,NA,0.0845616547013031
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1970,NA,0.158582351647997
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1970,NA,0.124119963852428
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1970,NA,0.124119963852428
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1970,NA,0.103410218723755
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1970,NA,0.0753649093696471
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1970,NA,0.0777390462664444
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1970,NA,0.0851992878532185
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1970,NA,0.135250651917764
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1970,NA,0.135670794981224
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1970,NA,0.0873397584114435
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1970,NA,0.114039214849782
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1970,NA,0.120961529569106
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1970,NA,0.0926413846636946
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1970,NA,0.0857294366921179
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1970,NA,0.105858601872122
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1970,NA,0.0785984342262486
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1970,NA,0.180472327063908
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1970,NA,0.244577714858992
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1970,NA,0.143016259688972
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1970,NA,0.215372263428123
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1970,NA,0.120961529569106
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1970,NA,0.0651673582966434
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1970,NA,0.069123093735111
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1970,NA,0.0908153801560764
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1970,NA,0.0631771585549514
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1970,NA,0.067220253086711
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1970,NA,0.148246972166432
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1970,NA,0.0730918940792726
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1971,NA,0.0847594707267998
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1971,NA,0.159082140613436
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1971,NA,0.124511140976991
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1971,NA,0.124511140976991
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1971,NA,0.100622705841098
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1971,NA,0.0733333823275343
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1971,NA,0.0756435222879873
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1971,NA,0.0831902964132382
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1971,NA,0.132061453876313
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1971,NA,0.13247169000464
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1971,NA,0.0852802948708464
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1971,NA,0.111350180560552
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1971,NA,0.1181092677299
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1971,NA,0.0904569092594175
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1971,NA,0.0837079443908499
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1971,NA,0.10336246569108
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1971,NA,0.076745090312994
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1971,NA,0.17621680604536
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1971,NA,0.238810594640708
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1971,NA,0.139643949324264
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1971,NA,0.210293805091925
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1971,NA,0.1181092677299
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1971,NA,0.0639558067849454
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1971,NA,0.067837999619023
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1971,NA,0.0891269963702449
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1971,NA,0.0620026076148378
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1971,NA,0.0659705354155848
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1971,NA,0.145490855485818
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1971,NA,0.0717330144640899
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1972,NA,0.0849416555739231
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1972,NA,0.159557525310716
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1972,NA,0.124883217256786
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1972,NA,0.124883217256786
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1972,NA,0.0978540305735866
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1972,NA,0.071315584055901
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1972,NA,0.0735621595621929
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1972,NA,0.0811444498916714
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1972,NA,0.128813749784674
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1972,NA,0.129213897234486
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1972,NA,0.0831830503346201
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1972,NA,0.108611815758435
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1972,NA,0.115204680957547
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1972,NA,0.0882323595085572
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1972,NA,0.0816493676788636
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1972,NA,0.100820537725777
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1972,NA,0.074857746682383
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1972,NA,0.171883217210687
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1972,NA,0.232937676218443
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1972,NA,0.13620977370162
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1972,NA,0.205122182099777
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1972,NA,0.115204680957547
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1972,NA,0.0627492785433642
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1972,NA,0.066558233691467
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1972,NA,0.0874456128710172
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1972,NA,0.0608329265350491
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1972,NA,0.0647259992570656
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1972,NA,0.142746166068864
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1972,NA,0.0703797689629316
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1973,NA,0.0851084815223243
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1973,NA,0.160008883631659
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1973,NA,0.125236488461922
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1973,NA,0.125236488461922
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1973,NA,0.0951080872174153
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1973,NA,0.069314352700566
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1973,NA,0.0714978856418304
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1973,NA,0.079068752841786
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1973,NA,0.125518659106634
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1973,NA,0.125908570676084
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1973,NA,0.0810552053321517
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1973,NA,0.105833496035356
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1973,NA,0.112257713953447
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1973,NA,0.085975351807096
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1973,NA,0.0795607546949531
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1973,NA,0.098241521009235
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1973,NA,0.0729428652067291
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1973,NA,0.167486397867339
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1973,NA,0.22697906724421
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1973,NA,0.13272549072459
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1973,NA,0.199875101013899
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1973,NA,0.112257713953447
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1973,NA,0.0615487444493054
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1973,NA,0.0652848257632512
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1973,NA,0.0857725826455784
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1973,NA,0.0596690565425641
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1973,NA,0.0634876460730296
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1973,NA,0.140015112531038
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1973,NA,0.0690332465146521
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1974,NA,0.0852602322557726
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1974,NA,0.160436611316997
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1974,NA,0.125571264332572
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1974,NA,0.125571264332572
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1974,NA,0.0923885150816356
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1974,NA,0.0673323405738459
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1974,NA,0.0694534363920605
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1974,NA,0.0769699766517761
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1974,NA,0.12218693116523
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1974,NA,0.122566493044205
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1974,NA,0.0789037013699243
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1974,NA,0.103024284891872
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1974,NA,0.109277980383324
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1974,NA,0.0836932490191398
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1974,NA,0.0774489189619789
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1974,NA,0.095633828871013
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1974,NA,0.0710066926578422
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1974,NA,0.16304069142376
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1974,NA,0.220954206033663
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1974,NA,0.12920246690382
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1974,NA,0.194569678986778
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1974,NA,0.109277980383324
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1974,NA,0.0603551289029702
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1974,NA,0.0640187563467584
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1974,NA,0.0841091939118015
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1974,NA,0.0585118938065635
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1974,NA,0.0622564293840294
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1974,NA,0.137299797758426
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1974,NA,0.0676944839291416
"SAAL","Morgan Monroe State Park","MMB","MMB017",20.5,1975,NA,0.0853972022743796
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1975,NA,0.1608411212159
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1975,NA,0.125887867999425
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1975,NA,0.125887867999425
"PIPO","Valles Caldera Lower","VLA","VLF014",20.4,1975,NA,0.0896986996150734
"PIPO","Valles Caldera Lower","VLA","VLF024",10.2,1975,NA,0.06537201497585
"PIPO","Valles Caldera Lower","VLA","VLF071",11.2,1975,NA,0.0674313568376031
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1975,NA,0.0748546349696416
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1975,NA,0.118828906130673
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1975,NA,0.119198036629797
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1975,NA,0.0767352157389929
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1975,NA,0.10019290084339
